"File Name","Download Date",User,"First Name","Last Name",Affiliation,Study,"PCRC Member"
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/21/2020 - 02:47",Anonymous,,,,"Statin Discontinuation",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/20/2020 - 19:21",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary 14-09 Ferrell-protected.pdf","11/20/2020 - 18:43",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary - REST.pdf","11/20/2020 - 16:38",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"GOC - DISC Data Repository - Study Summary.docx","11/20/2020 - 11:21",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/20/2020 - 00:28",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","11/19/2020 - 20:24",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - Long 14-06p.docx","11/19/2020 - 17:06",Anonymous,,,,"Family Experiences in ICU Transfers",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 16:45",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 16:19",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:45",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:45",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:45",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:45",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:45",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:42",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/19/2020 - 14:42",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:42",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/19/2020 - 14:42",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:42",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/19/2020 - 14:42",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:42",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:42",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/19/2020 - 14:42",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
StudySummary100819.docx,"11/19/2020 - 14:42",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:42",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:42",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:42",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:42",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:42",Anonymous,,,,"Statin Discontinuation",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:42",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:42",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:42",Anonymous,,,,"Statin Discontinuation",
"Study Summary - REST.pdf","11/19/2020 - 14:42",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:42",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/19/2020 - 14:42",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:42",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/19/2020 - 14:42",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - REST.pdf","11/19/2020 - 14:42",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - REST.pdf","11/19/2020 - 14:41",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:41",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","11/19/2020 - 14:41",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:41",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","11/19/2020 - 14:41",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:41",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","11/19/2020 - 14:41",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - PCDM.pdf","11/19/2020 - 14:41",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:41",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:41",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","11/19/2020 - 14:41",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/19/2020 - 14:41",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/19/2020 - 14:41",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/19/2020 - 14:41",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/19/2020 - 14:41",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","11/19/2020 - 14:41",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/19/2020 - 14:41",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"GOC - DISC Data Repository - Study Summary.docx","11/19/2020 - 14:41",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","11/19/2020 - 14:41",Anonymous,,,,"Family Experiences in ICU Transfers",
"Study Summary - Long 14-06p.docx","11/19/2020 - 14:41",Anonymous,,,,"Family Experiences in ICU Transfers",
"GOC - DISC Data Repository - Study Summary.docx","11/19/2020 - 14:41",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","11/19/2020 - 14:41",Anonymous,,,,"Family Experiences in ICU Transfers",
"GOC - DISC Data Repository - Study Summary.docx","11/19/2020 - 14:41",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","11/19/2020 - 14:41",Anonymous,,,,"Family Experiences in ICU Transfers",
"GOC - DISC Data Repository - Study Summary.docx","11/19/2020 - 14:41",Anonymous,,,,"Goals of Care",
"Study Summary - Long 14-06p.docx","11/19/2020 - 14:41",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:41",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:41",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:41",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary_Mack.docx","11/19/2020 - 14:41",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary_Mack.docx","11/19/2020 - 14:41",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:41",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary_Mack.docx","11/19/2020 - 14:41",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:41",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary_Mack.docx","11/19/2020 - 14:41",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Study Summary_Mack.docx","11/19/2020 - 14:41",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:35",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:35",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:35",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:35",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary 14-09 Ferrell-protected.pdf","11/19/2020 - 14:35",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:28",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:28",Anonymous,,,,"Statin Discontinuation",
StudySummary100819.docx,"11/19/2020 - 14:28",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:28",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/19/2020 - 14:28",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:28",Anonymous,,,,"Statin Discontinuation",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:28",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:28",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
StudySummary100819.docx,"11/19/2020 - 14:28",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:28",Anonymous,,,,"Statin Discontinuation",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:28",Anonymous,,,,"Statin Discontinuation",
StudySummary100819.docx,"11/19/2020 - 14:28",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/19/2020 - 14:28",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/19/2020 - 14:28",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:28",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
StudySummary100819.docx,"11/19/2020 - 14:28",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:28",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/19/2020 - 14:28",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:28",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/19/2020 - 14:28",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - REST.pdf","11/19/2020 - 14:28",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:28",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/19/2020 - 14:28",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"DISC Data Repository - Study Summary.docx","11/19/2020 - 14:28",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary - REST.pdf","11/19/2020 - 14:28",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:28",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:27",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:27",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:27",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","11/19/2020 - 14:27",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/19/2020 - 14:27",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - PCDM.pdf","11/19/2020 - 14:27",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - PCDM.pdf","11/19/2020 - 14:27",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/19/2020 - 14:27",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","11/19/2020 - 14:27",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/19/2020 - 14:27",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/19/2020 - 14:27",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","11/19/2020 - 14:27",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/19/2020 - 14:27",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
